bike_id,brand_id,bike_name,brand,is_ev,rating,pros,cons,year,sentiment
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Outdated features,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.7,Value for money,Service cost rising,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Stylish design,No Bluetooth,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.7,Reliable,Poor suspension,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.7,Great mileage,Vibrations at high speed,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.0,Powerful brakes,Vibrations at high speed,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.8,Value for money,No Bluetooth,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.1,Good resale value,Outdated features,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Great mileage,Fuel price concern,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Great mileage,Loud exhaust,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Low running cost,Vibrations at high speed,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.4,Smooth engine,Loud exhaust,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Powerful brakes,Loud exhaust,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Smooth engine,Heavy for city,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Good resale value,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Value for money,Outdated features,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Reliable,Outdated features,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Outdated features,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Powerful brakes,Small fuel tank,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Great mileage,Outdated features,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Easy maintenance,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Value for money,Service cost rising,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Easy maintenance,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Easy maintenance,Poor suspension,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Comfortable ride,Loud exhaust,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.6,Value for money,Outdated features,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Great mileage,Vibrations at high speed,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Low running cost,Outdated features,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Great mileage,Average build quality,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Great mileage,Fuel price concern,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Good resale value,Heavy for city,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.5,Powerful brakes,Loud exhaust,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.2,Stylish design,Average build quality,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.0,Powerful brakes,Small fuel tank,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.4,Stylish design,Service cost rising,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.1,Powerful brakes,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Low running cost,Poor suspension,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Reliable,Outdated features,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.5,Great mileage,Vibrations at high speed,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Stylish design,No Bluetooth,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Value for money,Outdated features,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.4,Easy maintenance,Poor suspension,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Powerful brakes,Service cost rising,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Powerful brakes,Vibrations at high speed,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Value for money,Vibrations at high speed,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Comfortable ride,Heavy for city,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Comfortable ride,Fuel price concern,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Value for money,Small fuel tank,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Stylish design,Outdated features,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Stylish design,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Great mileage,No Bluetooth,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Reliable,Fuel price concern,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.6,Smooth engine,Service cost rising,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Stylish design,Heavy for city,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Fuel price concern,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Value for money,Fuel price concern,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Low running cost,Fuel price concern,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Easy maintenance,Fuel price concern,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.6,Great mileage,Outdated features,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Value for money,Loud exhaust,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Low running cost,Vibrations at high speed,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Average build quality,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Service cost rising,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.8,Reliable,Small fuel tank,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Smooth engine,Loud exhaust,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.8,Reliable,Service cost rising,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Low running cost,Heavy for city,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Vibrations at high speed,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Easy maintenance,Small fuel tank,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Reliable,Poor suspension,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Value for money,Service cost rising,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Easy maintenance,Vibrations at high speed,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Easy maintenance,Fuel price concern,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.1,Smooth engine,Fuel price concern,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Easy maintenance,Vibrations at high speed,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.5,Powerful brakes,Average build quality,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Comfortable ride,Heavy for city,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Stylish design,Average build quality,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Comfortable ride,Heavy for city,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Low running cost,Heavy for city,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.6,Low running cost,Vibrations at high speed,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Reliable,Small fuel tank,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.6,Stylish design,Service cost rising,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Poor suspension,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Low running cost,No Bluetooth,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.6,Value for money,Service cost rising,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Great mileage,Service cost rising,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Easy maintenance,Average build quality,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Easy maintenance,Heavy for city,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Great mileage,No Bluetooth,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Comfortable ride,Small fuel tank,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.5,Reliable,Loud exhaust,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.6,Great mileage,Vibrations at high speed,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Stylish design,Heavy for city,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.8,Great mileage,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Smooth engine,Service cost rising,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Low running cost,Loud exhaust,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Powerful brakes,Service cost rising,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.4,Comfortable ride,Vibrations at high speed,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.8,Comfortable ride,Vibrations at high speed,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.7,Powerful brakes,Service cost rising,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Comfortable ride,Vibrations at high speed,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Low running cost,Average build quality,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.0,Powerful brakes,Heavy for city,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.0,Low running cost,Average build quality,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.5,Powerful brakes,No Bluetooth,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.7,Value for money,Service cost rising,2022,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.6,Good resale value,Service cost rising,2022,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Easy maintenance,Fuel price concern,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Good resale value,Heavy for city,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Value for money,Average build quality,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Easy maintenance,No Bluetooth,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Good resale value,Loud exhaust,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.0,Low running cost,Heavy for city,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,5.0,Smooth engine,Small fuel tank,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.6,Comfortable ride,Loud exhaust,2023,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Value for money,Outdated features,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Powerful brakes,Service cost rising,2021,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Reliable,Small fuel tank,2021,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.8,Low running cost,Heavy for city,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.9,Powerful brakes,Fuel price concern,2020,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,3.9,Value for money,Poor suspension,2020,Neutral
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.7,Powerful brakes,Poor suspension,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.2,Value for money,Vibrations at high speed,2023,Positive
BK018,BR03,TVS Apache RTR 160 4V,TVS,False,4.3,Value for money,Service cost rising,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Great mileage,Small fuel tank,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Easy maintenance,No Bluetooth,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Comfortable ride,Vibrations at high speed,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Outdated features,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Value for money,Loud exhaust,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Average build quality,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Powerful brakes,Heavy for city,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Value for money,Fuel price concern,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Powerful brakes,No Bluetooth,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Good resale value,Small fuel tank,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Low running cost,Poor suspension,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Smooth engine,Loud exhaust,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Great mileage,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Great mileage,Vibrations at high speed,2023,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.7,Reliable,Average build quality,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Reliable,No Bluetooth,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Stylish design,Vibrations at high speed,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Easy maintenance,No Bluetooth,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Stylish design,Vibrations at high speed,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Low running cost,Service cost rising,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Reliable,No Bluetooth,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Stylish design,Small fuel tank,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.8,Great mileage,Vibrations at high speed,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.8,Reliable,Average build quality,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Stylish design,Poor suspension,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Value for money,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Value for money,Loud exhaust,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Smooth engine,Service cost rising,2023,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Smooth engine,Vibrations at high speed,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Easy maintenance,Outdated features,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Smooth engine,Heavy for city,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Smooth engine,Heavy for city,2023,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Easy maintenance,Service cost rising,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.8,Good resale value,Small fuel tank,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Value for money,No Bluetooth,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Value for money,Fuel price concern,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.8,Comfortable ride,Vibrations at high speed,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Comfortable ride,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Powerful brakes,Loud exhaust,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Reliable,Average build quality,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.9,Value for money,Outdated features,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.6,Good resale value,Heavy for city,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Comfortable ride,Average build quality,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Good resale value,Fuel price concern,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Reliable,Outdated features,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Easy maintenance,Loud exhaust,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Stylish design,Outdated features,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Easy maintenance,Heavy for city,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Comfortable ride,Vibrations at high speed,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Reliable,Loud exhaust,2021,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Value for money,Outdated features,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Easy maintenance,Service cost rising,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.6,Reliable,No Bluetooth,2021,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Reliable,Average build quality,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Stylish design,Outdated features,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Great mileage,Small fuel tank,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.7,Easy maintenance,Average build quality,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Easy maintenance,Fuel price concern,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.9,Good resale value,Average build quality,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Low running cost,Heavy for city,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Reliable,Vibrations at high speed,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.4,Great mileage,Heavy for city,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Good resale value,Fuel price concern,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Low running cost,Service cost rising,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Reliable,Vibrations at high speed,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Great mileage,Loud exhaust,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Low running cost,Poor suspension,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Good resale value,Service cost rising,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Smooth engine,Poor suspension,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Smooth engine,Poor suspension,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.8,Comfortable ride,Average build quality,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Low running cost,Loud exhaust,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Reliable,Small fuel tank,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,2.8,Powerful brakes,No Bluetooth,2023,Negative
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Reliable,Fuel price concern,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Reliable,No Bluetooth,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Value for money,Poor suspension,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Comfortable ride,Average build quality,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Value for money,Outdated features,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Powerful brakes,Small fuel tank,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.7,Low running cost,Loud exhaust,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Easy maintenance,Service cost rising,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.7,Smooth engine,Loud exhaust,2023,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Smooth engine,Fuel price concern,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Good resale value,Small fuel tank,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Stylish design,Average build quality,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Comfortable ride,Heavy for city,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Good resale value,Poor suspension,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Great mileage,Outdated features,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.5,Value for money,Poor suspension,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Comfortable ride,Fuel price concern,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.6,Easy maintenance,Outdated features,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Value for money,Vibrations at high speed,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.4,Powerful brakes,Heavy for city,2023,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Comfortable ride,Fuel price concern,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.7,Good resale value,Average build quality,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Low running cost,No Bluetooth,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Low running cost,Small fuel tank,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Vibrations at high speed,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Stylish design,Loud exhaust,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Good resale value,Heavy for city,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Easy maintenance,No Bluetooth,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Easy maintenance,No Bluetooth,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Great mileage,Outdated features,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.5,Powerful brakes,No Bluetooth,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Good resale value,Outdated features,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.9,Stylish design,Service cost rising,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Smooth engine,Loud exhaust,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Stylish design,No Bluetooth,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Good resale value,Outdated features,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Smooth engine,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,2.9,Easy maintenance,Fuel price concern,2021,Negative
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Stylish design,Outdated features,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Small fuel tank,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Easy maintenance,Vibrations at high speed,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.4,Easy maintenance,Poor suspension,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.9,Comfortable ride,Poor suspension,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.6,Powerful brakes,Average build quality,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.3,Smooth engine,Heavy for city,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.8,Value for money,No Bluetooth,2022,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Reliable,Heavy for city,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Low running cost,Poor suspension,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.0,Easy maintenance,Outdated features,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Smooth engine,Service cost rising,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.7,Easy maintenance,Service cost rising,2022,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.8,Easy maintenance,Service cost rising,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,3.4,Smooth engine,Small fuel tank,2020,Neutral
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Smooth engine,Fuel price concern,2023,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.1,Powerful brakes,Fuel price concern,2021,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,4.2,Smooth engine,Fuel price concern,2020,Positive
BK019,BR03,TVS Apache RTR 200 4V,TVS,False,5.0,Value for money,Vibrations at high speed,2022,Positive
